ID,Document_ID,Type,Summary,Text,State,Project,Spawns,Covers
SPEC-00568,DOC-SPEC-0015,ALM Specification,,The processing logic for cabin temperature shall debounce transient faults and expose a diagnostic status to downstream consumers. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,CR-00701,
SPEC-00569,DOC-SPEC-0015,ALM Specification,,The component shall filter load estimation using a configurable time constant before evaluation. Any deviation shall be documented and reviewed by the responsible engineering team.,Accepted,Project NOVA / Variant EV-X,CR-00256,
SPEC-00570,DOC-SPEC-0015,ALM Specification,,The component shall calculate and validate steering angle before the value is used by dependent control functions. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,CR-00056,
SPEC-00571,DOC-SPEC-0015,ALM Specification,,The implementation shall support unit testing of isolation evaluation independent of hardware. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,"CR-00018, PR-00386, CR-00692",
SPEC-00572,DOC-SPEC-0015,ALM Specification,,The implementation shall support unit testing of damper control evaluation independent of hardware. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00573,DOC-SPEC-0015,ALM Specification,,The component shall apply rate limiting to cabin airflow changes to avoid abrupt actuator response.,Specified,Project NOVA / Variant EV-X,CR-00402,
SPEC-00574,DOC-SPEC-0015,ALM Specification,,The software architecture shall isolate fallback processing from unrelated steering control logic. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00654, CR-00526",
SPEC-00575,DOC-SPEC-0015,ALM Specification,,The processing logic for ride height shall debounce transient faults and expose a diagnostic status to downstream consumers. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,,
SPEC-00576,DOC-SPEC-0015,ALM Specification,,The thermal software shall support parameterized coolant flow thresholds per vehicle variant. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,,
SPEC-00577,DOC-SPEC-0015,ALM Specification,,The component shall filter coolant flow using a configurable time constant before evaluation. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,PR-00273,
SPEC-00578,DOC-SPEC-0015,ALM Specification,,The component shall calculate and validate thermal runaway before the value is used by dependent control functions. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,"CR-00531, PR-00067",
SPEC-00579,DOC-SPEC-0015,ALM Specification,,The software architecture shall isolate fallback processing from unrelated steering control logic.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00580,DOC-SPEC-0015,ALM Specification,,The battery module shall expose isolation status through the defined internal software interface.,ALM_Active,Project NOVA / Variant EV-X,"CR-00418, CR-00190",
SPEC-00581,DOC-SPEC-0015,ALM Specification,,"The thermal software component shall implement heat-exchanger efficiency monitoring using configurable thresholds, plausibility checks, and a defined fallback strategy.",Specified,Project NOVA / Variant EV-X,,
SPEC-00582,DOC-SPEC-0015,ALM Specification,,The component shall filter torque limitation using a configurable time constant before evaluation.,ALM_Active,Project NOVA / Variant EV-X,CR-00200,
SPEC-00583,DOC-SPEC-0015,ALM Specification,,The software architecture shall isolate isolation processing from unrelated battery control logic.,Specified,Project NOVA / Variant EV-X,PR-00114,
SPEC-00584,DOC-SPEC-0015,ALM Specification,,The software architecture shall isolate ride height processing from unrelated suspension control logic.,Accepted,Project NOVA / Variant EV-X,PR-00026,
SPEC-00585,DOC-SPEC-0015,ALM Specification,,The software architecture shall isolate coolant flow processing from unrelated thermal control logic. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,CR-00337,
SPEC-00586,DOC-SPEC-0015,ALM Specification,,"The charging software component shall implement scheduled charging session management using configurable thresholds, plausibility checks, and a defined fallback strategy. This applies across all configured vehicle variants.",ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00587,DOC-SPEC-0015,ALM Specification,,The hvac component shall log timestamped air quality transitions for post-analysis. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,"CR-00635, CR-00073, CR-00105",
SPEC-00588,DOC-SPEC-0015,ALM Specification,,The suspension module shall expose load estimation status through the defined internal software interface. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,"CR-00587, PR-00226, CR-00388",
SPEC-00589,DOC-SPEC-0015,ALM Specification,,The suspension component shall log timestamped load estimation transitions for post-analysis. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,"CR-00565, CR-00579, CR-00256",
SPEC-00590,DOC-SPEC-0015,ALM Specification,,The processing logic for thermal runaway shall debounce transient faults and expose a diagnostic status to downstream consumers.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00591,DOC-SPEC-0015,ALM Specification,,The powertrain module shall expose motor torque status through the defined internal software interface. Verification evidence shall be captured in the test execution report.,Specified,Project NOVA / Variant EV-X,"CR-00428, PR-00206, CR-00584",
SPEC-00592,DOC-SPEC-0015,ALM Specification,,The adas software shall support parameterized distance estimation thresholds per vehicle variant. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00593,DOC-SPEC-0015,ALM Specification,,The component shall calculate and validate fallback before the value is used by dependent control functions. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,"CR-00092, CR-00479, CR-00628",
SPEC-00594,DOC-SPEC-0015,ALM Specification,,The software shall apply configurable monitoring thresholds to sensor fusion and trigger fallback behavior when the validation criteria are not satisfied. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,PR-00392,
SPEC-00595,DOC-SPEC-0015,ALM Specification,,The software shall apply configurable monitoring thresholds to torque limitation and trigger fallback behavior when the validation criteria are not satisfied. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,"PR-00154, CR-00625",
SPEC-00596,DOC-SPEC-0015,ALM Specification,,The component shall apply rate limiting to charge port changes to avoid abrupt actuator response.,Specified,Project NOVA / Variant EV-X,"PR-00424, CR-00232",
SPEC-00597,DOC-SPEC-0015,ALM Specification,,The software architecture shall isolate cabin airflow processing from unrelated hvac control logic. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,,
SPEC-00598,DOC-SPEC-0015,ALM Specification,,The software architecture shall isolate compressor control processing from unrelated hvac control logic.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00599,DOC-SPEC-0015,ALM Specification,,The vehicle network component shall log timestamped CAN bus signal transitions for post-analysis. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,,
SPEC-00600,DOC-SPEC-0015,ALM Specification,,The suspension software shall support parameterized damper control thresholds per vehicle variant. The behavior shall be verified during integration testing.,Specified,Project NOVA / Variant EV-X,,
SPEC-00601,DOC-SPEC-0016,ALM Specification,,The component shall filter steering angle using a configurable time constant before evaluation. Verification evidence shall be captured in the test execution report.,Specified,Project NOVA / Variant EV-X,"CR-00695, CR-00621, PR-00241",
SPEC-00602,DOC-SPEC-0016,ALM Specification,,The implementation shall support unit testing of charge scheduling evaluation independent of hardware.,Specified,Project NOVA / Variant EV-X,PR-00376,
SPEC-00603,DOC-SPEC-0016,ALM Specification,,The component shall filter speed control using a configurable time constant before evaluation.,Accepted,Project NOVA / Variant EV-X,"CR-00730, CR-00377",
SPEC-00604,DOC-SPEC-0016,ALM Specification,,The component shall calculate and validate warning logic before the value is used by dependent control functions. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,"PR-00023, CR-00543",
SPEC-00605,DOC-SPEC-0016,ALM Specification,,The hvac software shall support parameterized air quality thresholds per vehicle variant.,Specified,Project NOVA / Variant EV-X,"PR-00204, CR-00155",
SPEC-00606,DOC-SPEC-0016,ALM Specification,,The software shall apply configurable monitoring thresholds to cabin temperature and trigger fallback behavior when the validation criteria are not satisfied. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,PR-00275,
SPEC-00607,DOC-SPEC-0016,ALM Specification,,The component shall apply rate limiting to distance estimation changes to avoid abrupt actuator response.,ALM_Active,Project NOVA / Variant EV-X,PR-00039,
SPEC-00608,DOC-SPEC-0016,ALM Specification,,The steering software shall support parameterized steering assist thresholds per vehicle variant. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,,
